Wow!	Vau!
I don't understand why you want to do that.	Ne razumem zašto biste želeli da uradite to.
I had never seen anything like that before.	Nikad pre nisam video nešto tako.
I have a lot of stuff planned for tomorrow.	Imam puno toga planirano za sutra.
I have a lot of stuff planned for tomorrow.	Imam mnogo toga planirano za sutra.
I have a lot of stuff planned for tomorrow.	Imam puno planiranih stvari za sutra.
I have a lot of stuff planned for tomorrow.	Imam mngo planiranih stvari za sutra.
I have to return some books to the library.	Moram da vratim neke knjige u bibliotku.
I haven't set foot outside the house today.	Danas nisam kročio napolje.
I like to play music written by my friends.	Volim da puštam muziku koju su napisali moji prijatelji.
I still can't remember where I put my keys.	Još ne mogu da se setim gde sam ostavio ključeve.
I think I have a way to save you some time.	Mislim da znam način da uštediš neko vreme.
I think you should speak a bit more slowly.	Mislim da treba da pričaš malo sporije.
I thought you'd already taken care of that.	Mislio sam da si si već postarao za to.
I thought you'd already taken care of that.	Mislio sam da si se već postarala za to.
I thought you'd already taken care of that.	Mislila sam da si se već postarao za to.
I thought you'd already taken care of that.	Mislila sam da si se već postarala za to.
I'd be unhappy, but I wouldn't kill myself.	Bio bih nesrećan, ali ne bih počinio samoubistvo.
I'll make sure Tom has everything he needs.	Postaraću se da Tom ima sve što mu je potrebno.
I'll make sure Tom has everything he needs.	Postaraću se da Tom ima sve što mu treba.
I'm just writing a letter to my girlfriend.	Samo pišem pismo devojci.
I'm looking forward to getting your letter.	Radujem se tvojem pismu.
I'm sorry you had to get dragged into this.	Žao mi je što si se upleo u ovo.
I'm sure Tom had something to do with that.	Siguran sam da je Tom imao neke veze sa tim.
I'm sure Tom had something to do with that.	Sigurna sam da je Tom imao neke veze sa tim.
I'm sure Tom had something to do with that.	Siguran sam da je Tom imao neke veze s tim.
I'm sure Tom had something to do with that.	Sigurna sam da je Tom imao neke veze s tim.
I've already written my part of the report.	Već sam napisao deo izveštaja.
I've already written my part of the report.	Već sam napisala deo izveštaja.
I've been saving up to buy a new saxophone.	Štedim da kupim novi saksofon.
I've decided to major in French in college.	Odlučio sam da studiram francuski na univerzitetu.
Is it true that you weren't here yesterday?	Je li istina da juče nisi bio ovde?
Is the cat on the chair or under the chair?	Да ли је мачка на столици или под столицом?
Let's consider the worst that could happen.	Hajde da razmotrimo najgore što se može desiti.
My cat is going to have kittens next month.	Моја мачка ће се омацити следећег месеца.
She shouted to him, but he didn't hear her.	Викнула га је, али је није чуо.
She shouted to him, but he didn't hear her.	Viknula ga je, ali je nije čuo.
That is different than what I had expected.	To je drugačije, nego ono što sam ja očekivao.
That is different than what I had expected.	Другачије је, од оног што сам ја очекивала.
The document passed into the enemy's hands.	Dokument je dospeo u neprijateljske ruke.
The document passed into the enemy's hands.	Документ је доспео у непријатељске руке.
The firm went under due to lack of capital.	Firma je propala zbog nedostatka kapitala.
The problem's being looked into as I speak.	Upravo se radi na rešavanju problema.
There are a lot of bad people in the world.	Ima mnogo loših ljudi na svetu.
There are a lot of bad people in the world.	Mnogo je loših ljudi na svetu.
There are lots of trees in the countryside.	Na selu ima mnogo drveća.
There goes our bus. Now we'll have to walk.	Оде нам аутобус. Мораћемо сад пешице.
There goes our bus. Now we'll have to walk.	Оде нам аутобус. Мораћемо сад да идемо пешке.
They are willing to talk about the problem.	Spremni su da razgovaraju o problemu.
Tom asked Mary to drive him to the airport.	Tom je zamolio Meri da ga odveze do aerodroma.
Tom comes here three or four times a month.	Tom dolazi ovde tri ili četiri puta mesečno.
Tom delivered the package to the orphanage.	Tom je odneo paket u sirotilište.
Tom is young, but he knows what he's doing.	Tom je mlad, ali zna šta radi.
Tom keeps a spare key hidden in his garden.	Tom je sakrio jedan rezervni ključ u njegovoj bašti.
Tom made it clear that I shouldn't do that.	Tom je jasno stavio do znanja da neće da uradi to.
Tom saved all of the letters Mary sent him.	Tom je sačuvao sva pisma koja mu je Meri poslala.
Tom was there physically, but not mentally.	Tom je fizički bio tu, ali ne i mentalno.
Tom wasn't as handsome as Mary said he was.	Tom nije bio zgodan koliko je Mari rekla da će biti.
Tom will come back from Boston next Monday.	Tom će se vratiti iz Bostona sledećeg ponedeljka.
Tom wrote to me, telling me about his trip.	Tom mi je pisao, pričajući mi o svom putovanju.
Tourists from all over the world come here.	Туристи из целог света долазе овамо.
We hardly ever see you around here anymore.	Više jedva da te viđamo ovde.
We'll cross that bridge when we come to it.	O tom potom.
What I want to know is how did you do that.	Ono što želim da znam je kako si uspeo to.
What are you going to be doing this summer?	Šta ćeš da radiš ovog leta?
What made you decide to quit using Twitter?	Zbog čega si odlučio da prestaneš da koristiš Tviter?
Where on earth have you been all this time?	Gde si, pobogu, bio dosad?
Why didn't you say that in the first place?	Зашто то одмах ниси рекао?
Wind is a cheap and clean source of energy.	Ветар је јефтин и чист извор енергије.
You shouldn't eat just before going to bed.	Ne treba da jedeš odmah pre odlaska u krevet.
Another store will be opened in Boston soon.	Još jedna prodavnica će se uskoro otvoriti u Bostonu.
Anybody wanna grab something to eat with me?	Hoće neko da prezalogajimo nešto?
Anything seemed possible back in those days.	Sve je izgledalo moguće u to vreme.
Bergen is the second largest city in Norway.	Bergen je drugi najveći grad u Norveškoj.
Do you have a piece of paper I can write on?	Imaš li papir na kom mogu da pišem?
Do you have a piece of paper I can write on?	Imaš li papir na kome mogu da pišem?
Do you have a piece of paper I can write on?	Imaš li papir po kom mogu da pišem?
Do you have a piece of paper I can write on?	Imaš li papir po kome mogu da pišem?
Do you think these letters are worth saving?	Da li misliš da vredi sačuvati ova pisma?
He abandoned his family and moved to Tahiti.	Napustio je svoju porodicu i preselio se na Tahiti.
He lost hope and killed himself with poison.	Izgubio je nadu i ubio se otrovom.
I don't want to work under these conditions.	Ne želim da radim pod ovim uslovima.
I gave them a present for their anniversary.	Dao sam im poklon za godišnjicu.
I gave them a present for their anniversary.	Dala sam im poklon za godišnjicu.
I hope I'm not the only one who'll be there.	Nadam se da nisam jedini koji će biti tamo.
I hope I'm not the only one who'll be there.	Nadam se da nisam jedina koja će biti tamo.
I think I have about enough time to do that.	Mislim da imam taman dovoljno vremen za to.
I think I've seen that guy somewhere before.	Mislim da sam već video tog momka negde.
I try to air my futon at least twice a week.	Trudim se da provetrim futon barem dvaput nedeljno.
I'm fortunate to have survived the accident.	Imao sam sreće, što sam preživeo nesreću.
I'm fortunate to have survived the accident.	Срећом, преживео сам несрећу.
If you did that for me, it would help a lot.	Ako bi uradio to za mene, mnogo bi pomoglo.
If you did that for me, it would help a lot.	Ako bi uradila to za mene, mnogo bi pomoglo.
If you don't understand, you need to say so.	Ako ne razumeš, moraš da kažeš to.
In order to do that, you have to take risks.	Da bi to postigao, moraš da rizikuješ.
It's weird that the mailman hasn't come yet.	Čudno je što poštar još nije došao.
It's weird that the mailman hasn't come yet.	Чудно је да поштар још није дошао.
Let's eat the ice cream now before it melts.	Hajde da pojedemo sladoled sada, pre nego što se otopi.
Some turtles have lived more than 100 years.	Neke kornjače su živele preko 100 godina.
Tell your son to quit harassing my daughter.	Reci svom sinu da prestane da maltretira moju ćerku.
The accident left him permanently paralyzed.	Ostao je trajno paralizovan posle nesreće.
The two countries negotiated a peace treaty.	Dve države su ispregovarale mirovni sporazum.
Their friendship gradually turned into love.	Njihovo prijateljstvo se postepeno pretvorilo u ljubav.
Their friendship gradually turned into love.	Njihovo prijateljstvo se postepeno pretvaralo u ljubav.
Their friendship gradually turned into love.	Prijateljstvo im se postepeno pretvorilo u ljubav.
Their friendship gradually turned into love.	Prijateljstvo im se postepeno pretvaralo u ljubav.
Tom asked Mary to recite the poem she wrote.	Tom je pitao Meri da izrecituje pesmu koju je napisala.
Tom asked Mary to recite the poem she wrote.	Tom je zamolio meri da izrecituje pesmu koju je napisala.
Tom begged Mary to give him one more chance.	Том је молио Мери да му пружи још једну шансу.
Tom can swim faster than anyone else I know.	Tom pliva brže od svih ljude koje poznajem.
Tom is not an easy person to get along with.	Tom nije laka osoba za druženje.
Tom isn't only friendly, he's also generous.	Tom nije samo druželjubiv, već i darežljiv.
Tom might be able to tell us how to do that.	Tom bi mogao da nam kaže kako da uradimo to.
Tom might think that we want him to do that.	Tom bi mogao da misli da mi želimo da on uradi to.
Tom told me that his father had passed away.	Tom mi je rekao da mu je otac umro.
Tom told me that his father had passed away.	Tom mi je rekao da mu je otac preminuo.
Tom will come back home when he gets hungry.	Tom će se vratiti kući kada ogladni.
Tom won't be able to answer those questions.	Tom neće moći da odgovori na ova pitanja.
